I just hacked our boss' email account.,colleague,Right,Let's have some fun.,0,3,3,0,,-100,,
"Hey, I just sold our apartment and keeping all the money",ex,Left,Enjoy it!,0,-5,0,10,,30,,
"Hey, I just sold our apartment and keeping all the money",ex,Right,Revenge will be sweet!,-3,0,5,-3,,30,,
Are you going to keep the $5.000 you found in someone else's wallet?,lover,Left,"No, we can split it",0,3,0,-3,,-100,,
Are you going to keep the $5.000 you found in someone else's wallet?,lover,Right,Yes! It's my money now,0,5,10,-5,,-100,,
Mid-afternoon blowjob?,colleague,Left,Why not?,-3,-3,10,5,,-100,,
Mid-afternoon blowjob?,colleague,Right,We're in a meeting,0,3,-3,0,,-100,,
Samsung or Apple?,seller,Left,Samsung,0,-3,0,0,,-100,,
Samsung or Apple?,seller,Right,Apple,3,-10,0,0,,-100,,
The Government is looking into your bank accounts.,authority,Left,Switzerland,0,-3,3,0,,30,,
The Government is looking into your bank accounts.,authority,Right,Everything is fine,0,0,0,0,,30,,
"I offer you an illustrated Bible for just $350. We only have three left, do you want two for one?",seller,Left,"No, I hate God",0,0,3,0,,-100,,
"I offer you an illustrated Bible for just $350. We only have three left, do you want two for one?",seller,Right,"Yes, this will save me",0,-3,-3,3,,-100,,
Supercalifragilisticexpialidocious,stranger,Left,Hi Mary!,0,0,3,0,,-100,,
Supercalifragilisticexpialidocious,stranger,Right,???,0,0,0,0,,-100,,
Say hello to my little friend,stranger,Left,Hello!,0,0,3,0,,-100,,
Say hello to my little friend,stranger,Right,Hello?,0,0,3,0,,-100,,
What's the meaning of life?,guru,Left,You suffer and then die,-10,-5,-5,-5,,-100,,
What's the meaning of life?,guru,Right,We serve greater good,5,5,5,5,,-100,,
Jump in my sportscar and let's go party,friend,Left,Yes,0,0,3,-3,,-100,,
Are those drugs?,friend,Right,No,0,0,3,0,,-100,,
"I don't want to work all my life, let's go to the casino",colleague,Right,"yes, I want to be rich",0,-5,10,0,,-100,,
"I don't want to work all my life, let's go to the casino",colleague,Left,"No, i prefer drugs",0,-3,-3,-3,,-100,,
Matrix: Do you want the red pill or the blue pill?,drug dealer,Right,Red pill,5,5,5,5,,-100,,
Matrix: Do you want the red pill or the blue pill?,drug dealer,Left,Blue pill,-5,-5,-5,-5,,-100,,
Do you want to go and grab pussy's womans's with me tonight?,trump,Right,We can start with yours,-5,-3,3,-5,,-100,,
Do you want to go and grab pussy's womans's with me tonight?,trump,Left,"No, I hate you",5,0,3,5,,-100,,
I kiss a girl and I liked it,sex friends,Left,It felt so right,3,0,5,0,,-100,,
I kiss a girl and I liked it,sex friends,Right,It felt so wrong,3,0,0,0,,-100,,
I won the lottery!,smoky granny,Left,I'm your favourite,3,10,0,0,,-100,,
I won the lottery!,smoky granny,Right,You'll die soon,-3,3,0,0,,-100,,
I am too fat and I can't have sex,dog,Right,please kill me,-5,3,-3,-3,,-100,,
I am too fat and I can't have sex,dog,Left,let's go running,5,0,-3,5,,-100,,
I would like to breed my dog with yours! ,lover,Right,"No, mine is too fat",0,0,-3,0,,-100,,
I would like to breed my dog with yours! ,lover,Left,Look for a rat!,-3,0,10,-5,,-100,,
Buy me a Nintendo!,kid,Left,Go away!,-3,3,0,0,,35,,
Buy me a Nintendo!,kid,Right,Sure!,3,-3,3,0,,35,,
You should enroll to baking management course,guru,Left,I don't eat sweets,3,-3,3,0,,-100,,
You should enroll to baking management course,guru,Right,,,,,,,-100,,
Do you want my Ferrari? ,dad,Left,I dont have driving licence,0,3,-3,0,,-100,,
Do you want my Ferrari? ,dad,Right,You don't have any!,-3,0,0,0,,-100,,
I'll give you 100 bucks for a blowjob,therapist,Left,"Man, YOU need help!",0,-3,0,-3,,-100,,
I'll give you 100 bucks for a blowjob,therapist,Right,Sure! I didn't eat today,0,3,3,0,,-100,,
I want to marry you,smoky granny,Left,You are so disgusting,-3,0,0,-3,,-100,,
I want to marry you,smoky granny,Right,I'm having your money anyway,0,3,0,0,,-100,,
I need a coworker,drug dealer,Left,Shit I need another drug dealer,-3,0,0,-3,,-100,,
I need a coworker,drug dealer,Right,Free drugs!!!!!!!!,3,10,5,-3,,-100,,
Write a book about your sex life as a teenager,sex friends,Left,I need the cash,0,15,-5,0,,-40,,
Write a book about your sex life as a teenager,sex friends,Right,Nobody needs to know that,0,0,0,0,,-40,,
Make a copy of the app Reigns,boss,Left,Great game!  Let's do it.,0,10,15,-3,,-100,,
Make a copy of the app Reigns,boss,Right,Only losers copy apps,0,-3,0,0,,-100,,
Raise money for Trump supports who can't read or write,trump,Left,They need help!  ,0,0,5,-3,,-100,,
Raise money for Trump supports who can't read or write,trump,Right,No way!,0,0,-3,5,,-100,,
I need your liver,smoky granny,Left,You are gonna die anyway,-3,0,-3,0,,-100,,
I need your liver,smoky granny,Right,I already gave you one!,3,0,-3,-3,,-100,,
Can you hold my penis for a while?,stranger,Left,It's too small,0,,-3,0,,-100,,
Can you hold my penis for a while?,stranger,Right,Show me the money,0,5,0,0,,-100,,
Adopt a Mexican!,trump,Left,After you!,0,0,3,0,,-100,,
Adopt a Mexican!,trump,Right,Ok! I love tacos!,5,-5,3,-3,,-100,,
I am having babies with a rat!,dog,Left,You need therapy,-3,-3,0,-3,,-100,,
I am having babies with a rat!,dog,Right,They are gonna be cute!,10,-5,3,-3,,-100,,
"I am moving with you, we are gonna have great time together!",mum,Left,I wish I'd be a orphan,-5,0,-3,0,,-100,,
"I am moving with you, we are gonna have great time together!",mum,Right,Yay! You'll pay the rent!,3,3,-5,-3,,-100,,
My cat is behaving weird,colleague,Left,Kill that smelly cat!,-3,0,3,3,,-100,,
My cat is behaving weird,colleague,Right,It's just pregnant,0,0,0,0,,-100,,
This game is so pointless,seller,Left,I wanna be unicorn,3,3,3,0,,-100,,
This game is so pointless,seller,Right,I love the game!,5,10,5,0,,-100,,
You are adopted!,mum,Left,I knew it,-3,-3,0,0,,-100,,
You are adopted!,mum,Right,I love you anyway,5,0,0,0,,-100,,
Look how beautiful poo I did,smoky granny,Left,I'm glad we are family!,5,0,3,-3,,-100,,
Look how beautiful poo I did,smoky granny,Right,Show me,3,0,3,-3,,-100,,
I want to marry Ada Colau,dad,Left,No one loves you.,-10,0,-5,0,,-100,,
I want to marry Ada Colau,dad,Right,Go for her!,15,0,15,0,,-100,,
I think you are very ugly,kid,Left,Shut up kid!,-3,0,-5,0,,-100,,
I think you are very ugly,kid,Right,You little bastard,-5,0,-5,0,,-100,,
My weelchair is broken. Lend me some money.,smoky granny,Left,"Die, oldie die!",-3,0,5,0,,-100,,
My weelchair is broken. Lend me some money.,smoky granny,Right,Of course!,15,-15,0,0,,-100,,
I want to invest in Airbnb,authority,Left,"You, motherfucker!",0,-15,0,5,,-100,,
I want to invest in Airbnb,authority,Right,I have 5 flats to rent!,10,15,0,15,,-100,,
I want to be the new Mesias,dog,Left,Stop sucking your balls,-15,0,-3,0,,-100,,
I want to be the new Mesias,dog,Right,I want to believe,15,3,-15,3,,-100,,
I'm blackmailing Ada Colau. I need help.,authority,Left,I'm blackmailing you now.,0,15,15,-5,,-100,,
I'm blackmailing Ada Colau. I need help.,authority,Right,She deserves it.,0,15,3,-5,,-100,,
I want to start a coworking. I need a partner.,lover,Left,Best joke ever,-5,0,0,0,,,,
I want to start a coworking. I need a partner.,lover,Right,Best idea ever!,15,-15,15,-15,,,,
Let's do a threesome with a russian whore,ex,Left,"Get out, you crazy!",-15,0,0,0,,,,
Let's do a threesome with a russian whore,ex,Right,I love you.,15,-15,15,-3,,,,
,,Left,,,,,,,,,
Would you like to come with me to my barber? ,trump,Left,"No, I prefer dogs",0,0,-3,3,,-100,,
Would you like to come with me to my barber? ,trump,Right,Welcome to the circus,-3,-5,3,0,,-100,,
Text at 4am on Saturday: Want to meet?,ex,Left,I rather play with myself,-3,0,3,5,,-100,,
Text at 4am on Saturday: Want to meet?,ex,Right,"Uuu, sex now! (cry later)",-5,-3,5,3,,-100,,
I need some pot for my morning tea,smoky granny,Left,"Not again, granny!",-3,0,-3,3,,-30,,
I need some pot for my morning tea,smoky granny,Right,Sure! You are the boss,5,-5,3,-3,,-30,,
I have this new meth from Albuquerque...,drug dealer,Left,I had it this morning,0,0,-3,3,,-35,,
I have this new meth from Albuquerque...,drug dealer,Right,Yes biatch!,0,-5,5,-5,,-35,,
I need you to play the triangle in my indie band,stranger,Left,I can also play flute,3,3,5,-3,,-100,,
I need you to play the triangle in my indie band,stranger,Right,Yes (you'll be a star!),5,5,5,-5,,-100,,
Calling you during adult sexy time with your lover,lover,Left,Pick up (not stopping),5,0,5,5,,-100,,
Calling you during adult sexy time with your lover,lover,Right,Pick up (stopping sex),0,0,-5,-3,,-100,,
I have an irritation...DOWN THERE,sex friends,Left,Fuck you!,-5,0,-5,-10,,25,,
I have an irritation...DOWN THERE,sex friends,Right,I am calling 911,-10,3,-5,3,,25,,
We have Sunday meal with the entire family ,parents,Left,Booooooooooring,-3,0,-3,0,,-100,,
We have Sunday meal with the entire family ,parents,Right,Free food? I'll be there.,5,3,-5,3,,-100,,
"So, we have a Strokes concert and a threesome scheduled for the same day. Which do you prefer?",lover,Right,Threesomes always win!,3,-3,5,3,,25,,
"So, we have a Strokes concert and a threesome scheduled for the same day. Which do you prefer?",lover,Left,Strokes pawa! ,-3,-5,10,-3,,25,,
I stole a car... Would you testify in court that I was actually with you? ,smoky granny,Right,"Not again, granny!",-3,0,-3,0,,-100,,
I stole a car... Would you testify in court that I was actually with you? ,smoky granny,Left,Sure! You are the boss,5,3,3,-3,,-100,,
You're afraid of heights? You should jump off a plane to overcome your fears,therapist,Right,Over my dead body,-5,0,0,-3,,-100,,
You're afraid of heights? You should jump off a plane to overcome your fears,therapist,Left,Yes! With a whisky! ,5,-5,5,5,Yes,-100,,
What should I buy Melania for Stalin's Anniversary Day?,trump,Right,Marx's comunist manifest,3,-3,10,0,,-100,,
What should I buy Melania for Stalin's Anniversary Day?,trump,Left,Patriots t-shirt,-5,-5,-5,0,,-100,,
I am going to have booty reconstruction. After whom should I model it?,stranger,Right,Kim Kardashian,5,-10,5,-5,,30,,
I am going to have booty reconstruction. After whom should I model it?,stranger,Left,Mick Jagger,-3,-3,3,-3,,30,,
Your doggie style needs some work. How much do you trust me? ,dog,Right,"Yes, you are the master",5,0,5,3,Yes,20,,
Your doggie style needs some work. How much do you trust me? ,dog,Left,"Shut up, you DOG",-5,0,-5,0,,20,,
I think you should start working in a coworking space,therapist,Right,Let's go to Betahaus!,5,3,5,5,,-100,,
I think you should start working in a coworking space,therapist,Left,You stay home in you pj's,-3,-3,-5,-5,Yes,-100,,
Mmm... Home alone?,sex friends,Left,Yep. Come over.,-3,0,5,0,,-100,,
Mmm... Home alone?,sex friends,Right,Yep. I'm watching TV.,-3,0,-3,3,,-100,,
Haven't heard from you lately...,drug dealer,Left,Fuck off!,0,0,0,0,,-100,,
Haven't heard from you lately...,drug dealer,Right,You're right.,0,-5,3,-5,,-100,,
I don't think you're cool enough. Follow me on Instagram for style tips. ,smoky granny,Left,"Not again, granny!",-5,0,-5,0,,-100,,
I don't think you're cool enough. Follow me on Instagram for style tips. ,smoky granny,Right,Sure! You're the boos. ,5,-10,5,-5,Yes,-100,,
First one's free...,drug dealer,Left,"Cool, man. ",0,-3,5,-3,,-45,,
First one's free...,drug dealer,Right,"Ok, and the second?",0,-5,5,-5,,-45,,
I want to suggest to my partner that we practigce polyamory ,lover,Left,So cool! Enjoy it!,-3,3,5,-3,Yes,-100,,
I want to suggest to my partner that we practigce polyamory ,lover,Right,Dump him/her! ,-10,0,-10,-3,,-100,,
Can I show you something that I have in my car?,stranger,Left,"Yes, sure!",3,0,3,0,,-100,,
Can I show you something that I have in my car?,stranger,Right,"No, I don't like cars.",0,0,0,0,,-100,,
I want to have a baby with you ,ex,Left,You kill him/her,-5,0,-3,-3,Yes,-35,,
I want to have a baby with you ,ex,Right,You call his/her mother,-3,0,-3,0,,-35,,
Do you want to share my heroin needle?,drug dealer,Left,Hello! AIDS?!?,-10,-5,5,-5,Yes,-30,,
Do you want to share my heroin needle?,drug dealer,Right,I'm cool with this joint,-3,0,3,0,,-30,,
Heeey! Come to my wedding!,ex,Left,Fuck the ex's best friend,-5,-5,5,3,,30,,
Heeey! Come to my wedding!,ex,Right,"Go to wedding, get drunk.",-3,-10,5,-3,,30,,
Check out my new nipple piercing,ex,Left,Wanna a fuck?,-3,0,5,0,,-25,,
Check out my new nipple piercing,ex,Right,"OMG, I want one too. ",-3,-3,3,-3,,-25,,
Tonight's the perfect night just to chill ,lover,Right,You're always right,5,0,0,0,,-100,,
Tonight's the perfect night just to chill ,lover,Left,You're right.,3,0,0,0,,-100,,
I bought you a dog,mum,Left,Love it!,5,-3,10,0,,-25,,
I bought you a dog,mum,Right,I wanted a cat,-10,0,-3,0,,-25,,
Look at those mexicans!,trump,Left,I love tacos!,0,0,0,0,,-100,,
Look at those mexicans!,trump,Right,Ok,0,0,0,0,,-100,,
"(text message) Hi, are you awake?",ex,Left,Yep!,0,0,3,0,,-35,,
"(text message) Hi, are you awake?",ex,Right,:),0,0,0,0,,-35,,
Fancy 1-UP?,drug dealer,Left,"Oh, sure!",5,-5,10,-5,,-100,,
Fancy 1-UP?,drug dealer,Right,"No, thanks",0,0,-3,0,,-100,,
I'm gay,lover,Left,I knew it.,0,-3,0,0,,-40,,
I'm gay,lover,Right,Awesome,3,0,3,0,,-40,,
Smoke on the water,stranger,Left,Fire in the sky,0,0,3,0,,-100,,
Smoke on the water,stranger,Right,Go away,0,0,0,0,,-100,,
I'll make an offer you can't refuse,seller,Left,Go away,0,0,0,0,,-100,,
I'll make an offer you can't refuse,seller,Right,It's a deal,0,-3,0,0,,-100,,
I pooped 12 times today... WTF should I do?,lover,Right,Dyper and party! GO!,3,-3,10,-5,,-100,,
I pooped 12 times today... WTF should I do?,lover,Left,"Dude, eat banana and rice",5,3,-5,5,,-100,,
"Dude, I farted 86 times today... WTF I am scared. What should I do? ",lover,Right,Smell under the blanket ,-3,0,5,-3,,-100,,
"Dude, I farted 86 times today... WTF I am scared. What should I do?",lover,Left,Stop drinking beer,10,3,-3,0,,-100,,
I want to sing like Cristina Aguilera. Would you help me?,smoky granny,Right,"Not again, granny",-3,0,-3,0,,-100,,
I want to sing like Cristina Aguilera. Would you help me?,smoky granny,Left,Sure! You are the master,5,0,10,3,,-100,,
I think you should do a last fuck,ex,Right,"Right here, right now",-3,0,3,3,,-100,,
I think you should do a last fuck,ex,Left,You make the salmon dance,3,0,5,10,,-100,,
Should I stay or should I go?,guru,Right,Open a chinesse cookie,0,0,0,0,,-100,,
Should I stay or should I go?,guru,Left,Read Paulo Coelho,0,0,0,0,,-100,,
Can you treat me as a cat for JUST one day?,dog,Right,OK: Just act random ,0,0,0,0,,-100,,
Can you treat me as a cat for JUST one day?,dog,Left,Try to die seven times,0,0,0,0,,-100,,
Who should I discuss the atomic bomb?,trump,Right,Smoky Granny,-10,0,5,-3,,-100,,
Who should I discuss the atomic bomb?,trump,Left,Mitch Buchanan,-10,0,3,0,,-100,,
"You need to sing ""Smelly cat, smelly cat""",guru,Right,Just give me a guitar! ,3,3,5,3,,-100,,
"You need to sing ""Smelly cat, smelly cat""",guru,Left,"Sorry, I need Joey",5,-3,-3,0,,-100,,
I want to ask your sister to be in my next orgy. Do you mind?,sex friends,Right,Ask smoky granny,0,-3,3,-3,,-40,,
I want to ask your sister to be in my next orgy. Do you mind?,sex friends,Left,Over my dead body,-10,0,-5,3,,-40,,
I need a partner to go to a swinger party. Do you want to join?,sex friends,Right,Yes! Let's do it again!,5,5,3,-3,,25,,
I need a partner to go to a swinger party. Do you want to join?,sex friends,Left,You sick,-3,-3,-3,3,,25,,
Wait for me at the abandoned garage without any clothes,lover,Right,Sure! Almost there!,3,5,5,3,Yes,-100,,
Wait for me at the abandoned garage without any clothes,lover,Left,Calling your mother...,-3,-3,-3,0,,-100,,
Meet me at the nudist beach. I am waiting for you,smoky granny,Left,"Not again, granny",-3,0,-3,3,,-40,,
Meet me at the nudist beach. I am waiting for you,smoky granny,Right,Sure! You are the master,5,0,5,3,,-40,,
I never told you my real name,sex friends,Left,"Regina, isn't it? YESSSSS",3,0,5,-5,,-100,,
I never told you my real name,sex friends,Right,I don't care,3,0,5,-5,,-100,,
I love you!,therapist,Left,Uh?,-3,-3,0,-3,,-100,,
I love you!,therapist,Right,Me too!,3,3,0,3,,-100,,
I think it's time to ban vegans,trump,Left,I think the same,-3,0,3,-3,,-100,,
I think it's time to ban vegans,trump,Right,Good desition,-3,0,3,-3,,-100,,
May the force be with you,stranger,Left,And with your spirit,0,0,3,0,,-100,,
May the force be with you,stranger,Right,Ok,0,0,3,0,,-100,,
Do the chicken dance at your best friend's wedding,lover,Left,Of course,5,0,15,0,,-100,,
Do the chicken dance at your best friend's wedding,lover,Right,Please no,-3,0,-10,0,,-100,,
Join the Westboro Baptist Church,trump,Left,Love those guys,-10,-5,-10,0,,-100,,
Join the Westboro Baptist Church,trump,Right,No way,5,3,0,0,,-100,,
"You have an STD, you have to stop having sex for a month, until we're completely sure you're healed.",doctor,Left,"No way, man.",0,0,10,-5,,-100,,
"You have an STD, you have to stop having sex for a month, until we're completely sure you're healed.",doctor,Right,Alright man.,3,-3,3,0,,-100,,
You and your partner have been trying unsuccessfully to have children. Do you want to pay for an expensive fertility treatment?,doctor,Left,"No, we'll get a dog.",-3,0,3,-3,,30,,
You and your partner have been trying unsuccessfully to have children. Do you want to pay for an expensive fertility treatment?,doctor,Right,I'll do it,3,3,3,-3,,30,,
"You're a social media junky, you urgently need a digital detox for a month. Are you with me?",guru,Left,Sssh I'm tweeting,0,0,-10,3,,-40,,
"You're a social media junky, you urgently need a digital detox for the rest of your life. Are you with me?",guru,Right,"Ok, afk",0,0,3,-3,,-40,,
"I'm in love with you, I want to have sex with you, but I'll have to stop being your therapist.",therapist,Left,Not again!,-3,0,-3,0,,-100,,
"I'm in love with you, I want to have sex with you, but I'll have to stop being your therapist.",therapist,Right,I never thought you’d ask,5,-3,3,-5,,-100,,
"You have a brain tumour which gives you heightened powers, but will kill you in 5 years. Do you operate or leave the tumour untreated?",doctor,Right,Cut it out! ,0,-3,-3,5,,50,,
"You have a brain tumour which gives you heightened powers, but will kill you in 5 years. Do you operate or leave the tumour untreated?",doctor,Left,I want to be a superhero,0,0,5,-5,,50,,
Are you having dreams about unicorns or mermaids?,therapist,Right,Unicorns,3,-3,10,3,,-100,,
Are you having dreams about unicorns or mermaids?,therapist,Left,Mermaids,5,3,-3,-3,,-100,,
What is your one wish for the world?,guru,Right,Love and harmony,5,-3,-3,3,,-100,,
What is your one wish for the world?,guru,Left,I wanna be rich!,-5,5,3,0,,-100,,
Come to my ashram for a year and take a sabbatical from your job.,guru,Right,I've got work to do.,0,5,0,-5,,-100,,
Come to my ashram for a year and take a sabbatical from your job.,guru,Left,I'm in!,-3,-3,0,5,,-100,,
"Do you get your kicks from drugs, sex and rock 'n roll?",therapist,Right,"Yeah, man. I'm dying young!",0,0,5,-5,,-40,,
"Do you get your kicks from drugs, sex and rock 'n roll?",therapist,Left,"No, I'm a party pooper.",0,0,-5,5,,-40,,
Do you fill your world with unconditional love?,guru,Right,"Its about me, me, me!",0,3,3,0,,-100,,
Do you fill your world with unconditional love?,guru,Left,My heart is bursting!,15,-3,-3,0,,-100,,
The tea leaves in my cup tell me that you have a sordid secret.,guru,Right,You fill my dreams.,5,-5,0,0,,-100,,
The tea leaves in my cup tell me that you have a sordid secret.,guru,Left,I'm mad about unicorns.,0,0,5,-5,,-100,,
You're a fat slob. Go on a diet for Christ's sake! ,doctor,Right,Time to join the fat camp,0,0,-5,5,,-100,,
You're a fat slob. Go on a diet for Christ's sake! ,doctor,Left,"Fuck you, bitch!",0,0,5,-10,,-100,,
Your heart can only handle so much... Don't waste energy on exercise.,doctor,Right,Suit me fine!,0,0,5,-5,,50,,
Your heart can only handle so much... Don't waste energy on exercise.,doctor,Left,"No way, José.",0,0,-5,5,,50,,
How are you? ,therapist,Left,Depends on your price.,0,-3,0,3,,-100,,
How are you?,therapist,Right,I killed my cat.,-3,-5,0,3,,-100,,
I think you need 10 more sessions,therapist,Left,Ok!,0,-5,0,5,,-100,,
I think you need 10 more sessions,therapist,Right,For free?,0,0,0,0,,-100,,
I need to see you,ex,Left,Never again.,0,0,-3,5,,-100,,
I need to see you,ex,Right,Always available ,-10,0,3,-5,,-100,,
Are you coming for xmas?,mum,Left,Don't do this to me,-3,0,0,5,,-100,,
Are you coming for xmas?,mum,Right,Of course!,5,5,-3,5,,-100,,
Your dad desperately needs a new kidney. Can we use one of yours?,doctor,Left,You must be joking!,-5,0,0,0,,35,,
Your dad desperately needs a new kidney. Can we use one of yours?,doctor,Right,Book the op,5,0,0,-3,,35,,
"I want to have sex with you. Uh, no condoms!",stranger,Left,I just got tested. No way,3,0,-3,0,,-45,,
"I want to have sex with you. Uh, no condoms!",stranger,Right,"Sure, life's too short",0,0,5,-3,,-45,,
"I like you, but as friend.",sex friends,Left,That was the idea,0,0,-3,0,,-100,,
"I like you, but as friend.",sex friends,Right,Nooooooo!,-5,0,3,0,,-100,,
I have a date with my lover. Can you lend me your appartment?,boss,Left,Go fuck yourself,0,-10,-3,3,,-100,,
I have a date with my lover.. Can you lend me your appartment?,boss,Right,Can I watch?,0,3,5,3,,-100,,
I need more attention from you,lover,Left,There's no more there,-5,0,0,0,,-100,,
I need more attention from you,lover,Right,Here for you sweety,5,0,0,0,,-100,,
There's a new treatment I will like you to try,therapist,Left,Let's do it,0,-3,0,3,,-100,,
There's a new treatment I will like you to try,therapist,Right,How much?,0,0,0,0,,-100,,
My therapist suggested that I should stop treating you,therapist,Right,Why?!,0,0,0,-3,,-100,,
My therapist suggested that I should stop treating you,therapist,Left,I understand,0,3,0,-3,,-100,,
We just decided to move the entire company to a coworking space,boss,Left,Betahaus,5,5,10,5,,-100,,
We just decided to move the entire company to a coworking space,boss,Right,Oh no!,-5,-5,-5,-5,,-100,,
"For tax purposes, I think you should get a mortgage",authority,Left,I'm fine,0,0,0,0,,-100,,
"For tax purposes, I think you should get a mortgage",authority,Right,Sure!,0,-3,0,3,,-100,,
Lately I haven't been really satisfied. Do you want me to buy some viagra?,smoky granny,Right,Yes please a lot,5,0,5,5,,-40,,
Lately I haven't been really satisfied. Do you want me to buy some viagra?,smoky granny,Left,I need a younger woman,-5,0,-5,0,,-40,,
Do you want a cigarrette?,lover,Right,Yes I will look cool,0,-3,3,-5,,-100,,
Do you want a cigarrette?,lover,Left,no,0,0,0,5,,-100,,
I found a dark freakle in my chest. Should I go to the doctor?,lover,Left,"no, you have cancer",-10,0,0,-5,,40,,
I found a dark freakle in my chest. Should I go to the doctor?,lover,Right,Im coming with you,5,0,0,5,,40,,
I think I'm pregnant,ex,Left,You slut!it's not mine,-5,3,-3,3,,-100,,
I think I'm pregnant,ex,Right,Lets go to abort together,-3,-3,-3,0,,-100,,
I have an herpes in my lips,lover,Left,Don't touch me,-3,0,-3,-3,,-30,,
I have an herpes in my lips,lover,Right,"No, it's just your face",-5,0,-3,0,,-30,,
You should get hairplugs,therapist,Left,I like my bald head,-5,0,5,0,,-100,,
You should get hairplugs,therapist,Right,Nobody likes a baldy,5,-10,10,0,,-100,,
I think your mouth stinks,lover,Left,Shut up and kiss me!,10,0,15,15,,,,
I think your mouth stinks,lover,Right,I'm dead inside,10,0,-10,-15,,,,
I'm divorcing from your Dad. Pick a side.,mum,Left,Mom - She's rich,3,3,,,,-40,,
I'm divorcing from your Dad. Pick a side.,mum,Right,Dad - He's so fun,3,,3,,,-40,,
I really don't like this new person that you're dating….,mum,Left,Maybe you're right...,-5,,,,,-100,,
I really don't like this new person that you're dating….,mum,Right,"Fuck you, I'm in love",3,,3,,,-100,,
I want to meet your new partner,dad,Left,No way,-5,,,-3,,-100,,
I want to meet your new partner,dad,Right,Sure!,5,-5,3,,,-100,,
